"UU2020";"UU2020lib";"TUU2017";"TDUU2017";"TYPE_UU2020";"NB_COM";"UU2020libNCC";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"08106";"Vouziers";1;14;1;1;"VOUZIERS";"44";"08";"08-Ard";"GES/08-Ard"
"08201";"Nouvion-sur-Meuse";2;21;2;3;"NOUVION SUR MEUSE";"44";"08";"08-Ard";"GES/08-Ard"
"08202";"Fumay";2;21;2;2;"FUMAY";"44";"08";"08-Ard";"GES/08-Ard"
"08203";"Bogny-sur-Meuse";2;21;2;2;"BOGNY SUR MEUSE";"44";"08";"08-Ard";"GES/08-Ard"
"08204";"Revin";2;21;1;1;"REVIN";"44";"08";"08-Ard";"GES/08-Ard"
"08205";"Vrigne aux Bois";2;21;2;2;"VRIGNE AUX BOIS";"44";"08";"08-Ard";"GES/08-Ard"
"08206";"Nouzonville";2;21;2;2;"NOUZONVILLE";"44";"08";"08-Ard";"GES/08-Ard"
"08207";"Givet";2;22;2;3;"GIVET";"44";"08";"08-Ard";"GES/08-Ard"
"08208";"Rethel";2;22;2;3;"RETHEL";"44";"08";"08-Ard";"GES/08-Ard"
"08401";"Sedan";4;42;2;7;"SEDAN";"44";"08";"08-Ard";"GES/08-Ard"
"08501";"Charleville-Mézières";5;51;2;8;"CHARLEVILLE MEZIERES";"44";"08";"08-Ard";"GES/08-Ard"
"09000";"Communes hors unité urbaine du département 09";0;0;0;286;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 09";"76";"09";"09-Ari";"OCC/09-Ari"
"09101";"Laroque-d'Olmes";1;11;1;1;"LAROQUE D OLMES";"76";"09";"09-Ari";"OCC/09-Ari"
"09102";"Montgailhard";1;12;2;2;"MONTGAILHARD";"76";"09";"09-Ari";"OCC/09-Ari"
"09103";"Mirepoix";1;13;1;1;"MIREPOIX";"76";"09";"09-Ari";"OCC/09-Ari"
"09104";"La Tour-du-Crieu";1;13;1;1;"LA TOUR DU CRIEU";"76";"09";"09-Ari";"OCC/09-Ari"
"09105";"Mazères";1;13;1;1;"MAZERES";"76";"09";"09-Ari";"OCC/09-Ari"
"09106";"Saverdun";1;14;1;1;"SAVERDUN";"76";"09";"09-Ari";"OCC/09-Ari"
"09201";"Tarascon-sur-Ariège";2;21;2;9;"TARASCON SUR ARIEGE";"76";"09";"09-Ari";"OCC/09-Ari"
"09202";"Lavelanet";2;22;2;4;"LAVELANET";"76";"09";"09-Ari";"OCC/09-Ari"
"09203";"Saint-Girons";2;22;2;4;"SAINT GIRONS";"76";"09";"09-Ari";"OCC/09-Ari"
"09301";"Foix";3;31;2;5;"FOIX";"76";"09";"09-Ari";"OCC/09-Ari"
"09401";"Pamiers";4;42;2;10;"PAMIERS";"76";"09";"09-Ari";"OCC/09-Ari"
"10000";"Communes hors unité urbaine du département 10";0;0;0;394;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 10";"44";"10";"10-Aub";"GES/10-Aub"
"10101";"Marigny-le-Châtel";1;11;2;2;"MARIGNY LE CHATEL";"44";"10";"10-Aub";"GES/10-Aub"
"10102";"Lusigny-sur-Barse";1;11;1;1;"LUSIGNY SUR BARSE";"44";"10";"10-Aub";"GES/10-Aub"
"10103";"Vendeuvre-sur-Barse";1;11;1;1;"VENDEUVRE SUR BARSE";"44";"10";"10-Aub";"GES/10-Aub"
"10104";"Villenauxe-la-Grande";1;12;1;1;"VILLENAUXE LA GRANDE";"44";"10";"10-Aub";"GES/10-Aub"
"10105";"Saint-Lyé";1;12;1;1;"SAINT LYE";"44";"10";"10-Aub";"GES/10-Aub"
"10106";"Bar-sur-Seine";1;13;1;1;"BAR SUR SEINE";"44";"10";"10-Aub";"GES/10-Aub"
"10107";"Brienne-le-Château";1;13;2;2;"BRIENNE LE CHATEAU";"44";"10";"10-Aub";"GES/10-Aub"
"10108";"Arcis-sur-Aube";1;13;2;2;"ARCIS SUR AUBE";"44";"10";"10-Aub";"GES/10-Aub"
"10109";"Aix-Villemaur-Pâlis";1;13;2;2;"AIX VILLEMAUR PALIS";"44";"10";"10-Aub";"GES/10-Aub"
"10201";"Bar-sur-Aube";2;21;2;2;"BAR SUR AUBE";"44";"10";"10-Aub";"GES/10-Aub"
"10202";"Nogent-sur-Seine";2;21;1;1;"NOGENT SUR SEINE";"44";"10";"10-Aub";"GES/10-Aub"
"10301";"Romilly-sur-Seine";3;32;2;3;"ROMILLY SUR SEINE";"44";"10";"10-Aub";"GES/10-Aub"
"10601";"Troyes";6;61;2;18;"TROYES";"44";"10";"10-Aub";"GES/10-Aub"
"11000";"Communes hors unité urbaine du département 11";0;0;0;388;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 11";"76";"11";"11-Aud";"OCC/11-Aud"
"11101";"Argeliers";1;11;1;1;"ARGELIERS";"76";"11";"11-Aud";"OCC/11-Aud"
"11102";"Canet";1;11;2;2;"CANET";"76";"11";"11-Aud";"OCC/11-Aud"
"11103";"Palaja";1;11;1;1;"PALAJA";"76";"11";"11-Aud";"OCC/11-Aud"
"11104";"Ouveillan";1;11;1;1;"OUVEILLAN";"76";"11";"11-Aud";"OCC/11-Aud"
"11105";"Pennautier";1;12;1;1;"PENNAUTIER";"76";"11";"11-Aud";"OCC/11-Aud"
"11106";"Vinassan";1;12;1;1;"VINASSAN";"76";"11";"11-Aud";"OCC/11-Aud"
"11107";"Sallèles-d'Aude";1;12;1;1;"SALLELES D AUDE";"76";"11";"11-Aud";"OCC/11-Aud"
"11108";"Rieux-Minervois";1;13;2;2;"RIEUX MINERVOIS";"76";"11";"11-Aud";"OCC/11-Aud"
"11109";"Bram";1;13;1;1;"BRAM";"76";"11";"11-Aud";"OCC/11-Aud"
"11110";"Conques-sur-Orbiel";1;13;2;2;"CONQUES SUR ORBIEL";"76";"11";"11-Aud";"OCC/11-Aud"
"11111";"Quillan";1;13;2;2;"QUILLAN";"76";"11";"11-Aud";"OCC/11-Aud"
"11112";"Cuxac-d'Aude";1;14;1;1;"CUXAC D AUDE";"76";"11";"11-Aud";"OCC/11-Aud"
"11113";"Saint-Nazaire-d'Aude";1;14;2;2;"SAINT NAZAIRE D AUDE";"76";"11";"11-Aud";"OCC/11-Aud"
"11114";"Espéraza";1;14;2;5;"ESPERAZA";"76";"11";"11-Aud";"OCC/11-Aud"
"11201";"Gruissan";2;21;1;1;"GRUISSAN";"76";"11";"11-Aud";"OCC/11-Aud"
"11202";"Sigean";2;21;1;1;"SIGEAN";"76";"11";"11-Aud";"OCC/11-Aud"
"11203";"Port-la-Nouvelle";2;21;1;1;"PORT LA NOUVELLE";"76";"11";"11-Aud";"OCC/11-Aud"
"11204";"Trèbes";2;21;1;1;"TREBES";"76";"11";"11-Aud";"OCC/11-Aud"
"11205";"Coursan";2;21;1;1;"COURSAN";"76";"11";"11-Aud";"OCC/11-Aud"
"11206";"Villemoustaussou";2;21;2;2;"VILLEMOUSTAUSSOU";"76";"11";"11-Aud";"OCC/11-Aud"
"11207";"Fleury";2;22;2;2;"FLEURY";"76";"11";"11-Aud";"OCC/11-Aud"
"11301";"Lézignan-Corbières";3;31;1;1;"LEZIGNAN CORBIERES";"76";"11";"11-Aud";"OCC/11-Aud"
"11302";"Limoux";3;31;2;5;"LIMOUX";"76";"11";"11-Aud";"OCC/11-Aud"
"11303";"Castelnaudary";3;31;2;2;"CASTELNAUDARY";"76";"11";"11-Aud";"OCC/11-Aud"
"11401";"Carcassonne";4;44;2;2;"CARCASSONNE";"76";"11";"11-Aud";"OCC/11-Aud"
"11501";"Narbonne";5;51;1;1;"NARBONNE";"76";"11";"11-Aud";"OCC/11-Aud"
"12000";"Communes hors unité urbaine du département 12";0;0;0;260;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 12";"76";"12";"12-Ave";"OCC/12-Ave"
"12101";"Laissac-Sévérac l'Église";1;11;1;1;"LAISSAC SEVERAC L EGLISE";"76";"12";"12-Ave";"OCC/12-Ave"
"12102";"Valady";1;12;2;2;"VALADY";"76";"12";"12-Ave";"OCC/12-Ave"
"12103";"Baraqueville";1;13;1;1;"BARAQUEVILLE";"76";"12";"12-Ave";"OCC/12-Ave"
"12104";"Sébazac-Concourès";1;13;1;1;"SEBAZAC CONCOURES";"76";"12";"12-Ave";"OCC/12-Ave"
"12105";"Sévérac d'Aveyron";1;14;1;1;"SEVERAC D AVEYRON";"76";"12";"12-Ave";"OCC/12-Ave"
"12106";"Capdenac-Gare";1;14;1;1;"CAPDENAC GARE";"76";"12";"12-Ave";"OCC/12-Ave"
"12201";"Espalion";2;21;2;2;"ESPALION";"76";"12";"12-Ave";"OCC/12-Ave"
"12202";"Saint-Affrique";2;22;2;2;"SAINT AFFRIQUE";"76";"12";"12-Ave";"OCC/12-Ave"
"12301";"Villefranche-de-Rouergue";3;31;2;2;"VILLEFRANCHE DE ROUERGUE";"76";"12";"12-Ave";"OCC/12-Ave"
"12302";"Decazeville";3;31;2;5;"DECAZEVILLE";"76";"12";"12-Ave";"OCC/12-Ave"
"12401";"Millau";4;41;2;2;"MILLAU";"76";"12";"12-Ave";"OCC/12-Ave"
"12402";"Rodez";4;44;2;5;"RODEZ";"76";"12";"12-Ave";"OCC/12-Ave"
"13000";"Communes hors unité urbaine du département 13";0;0;0;13;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 13";"93";"13";"13-BdR";"PACA/13-BdR"
"13101";"Saintes-Maries-de-la-Mer";1;11;1;1;"SAINTES MARIES DE LA MER";"93";"13";"13-BdR";"PACA/13-BdR"
"13102";"Orgon";1;12;1;1;"ORGON";"93";"13";"13-BdR";"PACA/13-BdR"
"13103";"Mouriès";1;13;1;1;"MOURIES";"93";"13";"13-BdR";"PACA/13-BdR"
"13104";"Fontvieille";1;13;1;1;"FONTVIEILLE";"93";"13";"13-BdR";"PACA/13-BdR"
"13105";"Coudoux";1;13;1;1;"COUDOUX";"93";"13";"13-BdR";"PACA/13-BdR"
"13106";"Meyrargues";1;13;1;1;"MEYRARGUES";"93";"13";"13-BdR";"PACA/13-BdR"
"13107";"Maussane-les-Alpilles";1;14;2;2;"MAUSSANE LES ALPILLES";"93";"13";"13-BdR";"PACA/13-BdR"
"13108";"Rognes";1;14;1;1;"ROGNES";"93";"13";"13-BdR";"PACA/13-BdR"
"13201";"Cuges-les-Pins";2;21;1;1;"CUGES LES PINS";"93";"13";"13-BdR";"PACA/13-BdR"
"13202";"Le Rove";2;21;1;1;"LE ROVE";"93";"13";"13-BdR";"PACA/13-BdR"
"13203";"La Roque-d'Anthéron";2;21;1;1;"LA ROQUE D ANTHERON";"93";"13";"13-BdR";"PACA/13-BdR"
"13204";"Ensuès-la-Redonne";2;21;1;1;"ENSUES LA REDONNE";"93";"13";"13-BdR";"PACA/13-BdR"
"13205";"Saint-Cannat";2;21;1;1;"SAINT CANNAT";"93";"13";"13-BdR";"PACA/13-BdR"
"13206";"Le Puy-Sainte-Réparade";2;21;1;1;"LE PUY SAINTE REPARADE";"93";"13";"13-BdR";"PACA/13-BdR"
"13207";"Carnoux-en-Provence";2;21;1;1;"CARNOUX EN PROVENCE";"93";"13";"13-BdR";"PACA/13-BdR"
"13208";"Sénas";2;21;1;1;"SENAS";"93";"13";"13-BdR";"PACA/13-BdR"
"13209";"Eyguières";2;22;1;1;"EYGUIERES";"93";"13";"13-BdR";"PACA/13-BdR"
"13210";"Port-Saint-Louis-du-Rhône";2;22;1;1;"PORT SAINT LOUIS DU RHONE";"93";"13";"13-BdR";"PACA/13-BdR"
"13211";"La Fare-les-Oliviers";2;22;1;1;"LA FARE LES OLIVIERS";"93";"13";"13-BdR";"PACA/13-BdR"
"13212";"Lançon-Provence";2;22;1;1;"LANCON PROVENCE";"93";"13";"13-BdR";"PACA/13-BdR"
"13213";"Peyrolles-en-Provence";2;22;2;2;"PEYROLLES EN PROVENCE";"93";"13";"13-BdR";"PACA/13-BdR"
"13214";"Lambesc";2;22;1;1;"LAMBESC";"93";"13";"13-BdR";"PACA/13-BdR"
"13301";"Cassis";3;31;2;2;"CASSIS";"93";"13";"13-BdR";"PACA/13-BdR"
"13302";"Saint-Rémy-de-Provence";3;31;2;3;"SAINT REMY DE PROVENCE";"93";"13";"13-BdR";"PACA/13-BdR"
"13303";"Mallemort";3;31;2;4;"MALLEMORT";"93";"13";"13-BdR";"PACA/13-BdR"
"13304";"Saint-Martin-de-Crau";3;31;1;1;"SAINT MARTIN DE CRAU";"93";"13";"13-BdR";"PACA/13-BdR"
"13305";"Sausset-les-Pins-Carry-le-Rouet";3;31;2;2;"SAUSSET LES PINS CARRY LE ROUET";"93";"13";"13-BdR";"PACA/13-BdR"
"13501";"Salon-de-Provence";5;51;2;4;"SALON DE PROVENCE";"93";"13";"13-BdR";"PACA/13-BdR"
"14000";"Communes hors unité urbaine du département 14";0;0;0;400;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 14";"28";"14";"14-Cal";"NOR/14-Cal"
"14101";"Potigny";1;11;1;1;"POTIGNY";"28";"14";"14-Cal";"NOR/14-Cal"
"14102";"Mathieu";1;11;1;1;"MATHIEU";"28";"14";"14-Cal";"NOR/14-Cal"
"14103";"Cairon";1;12;2;2;"CAIRON";"28";"14";"14-Cal";"NOR/14-Cal"
"14104";"Dozulé";1;12;2;3;"DOZULE";"28";"14";"14-Cal";"NOR/14-Cal"
"14105";"Louvigny";1;12;1;1;"LOUVIGNY";"28";"14";"14-Cal";"NOR/14-Cal"
"14106";"Orbec";1;13;2;2;"ORBEC";"28";"14";"14-Cal";"NOR/14-Cal"
"14107";"Le Molay-Littry";1;13;2;2;"LE MOLAY LITTRY";"28";"14";"14-Cal";"NOR/14-Cal"
"14108";"Évrecy";1;13;2;2;"EVRECY";"28";"14";"14-Cal";"NOR/14-Cal"
"14109";"Colleville-Montgomery";1;13;2;2;"COLLEVILLE MONTGOMERY";"28";"14";"14-Cal";"NOR/14-Cal"
"14110";"Thury-Harcourt-le-Hom";1;13;1;1;"THURY HARCOURT LE HOM";"28";"14";"14-Cal";"NOR/14-Cal"
"14111";"Villers-Bocage";1;13;2;2;"VILLERS BOCAGE";"28";"14";"14-Cal";"NOR/14-Cal"
"14112";"Troarn";1;13;2;2;"TROARN";"28";"14";"14-Cal";"NOR/14-Cal"
"14113";"Frénouville";1;13;2;2;"FRENOUVILLE";"28";"14";"14-Cal";"NOR/14-Cal"
"14114";"Ranville";1;13;2;3;"RANVILLE";"28";"14";"14-Cal";"NOR/14-Cal"
"14115";"Courseulles-sur-Mer";1;14;1;1;"COURSEULLES SUR MER";"28";"14";"14-Cal";"NOR/14-Cal"
"14116";"Les Monts d'Aunay";1;14;1;1;"LES MONTS D AUNAY";"28";"14";"14-Cal";"NOR/14-Cal"
"14201";"Douvres-la-Délivrande-Luc-sur-Mer";2;21;1;1;"DOUVRES LA DELIVRANDE LUC SUR MER";"28";"14";"14-Cal";"NOR/14-Cal"
"14202";"Pont-l'Évêque";2;21;2;2;"PONT L EVEQUE";"28";"14";"14-Cal";"NOR/14-Cal"
"14203";"Hermanville-sur-Mer";2;21;2;2;"HERMANVILLE SUR MER";"28";"14";"14-Cal";"NOR/14-Cal"
"14204";"Thue et Mue";2;21;1;1;"THUE ET MUE";"28";"14";"14-Cal";"NOR/14-Cal"
"14205";"Livarot-Pays-d'Auge";2;21;1;1;"LIVAROT PAYS D AUGE";"28";"14";"14-Cal";"NOR/14-Cal"
"14206";"Saint-Martin-de-May";2;21;2;2;"SAINT MARTIN DE MAY";"28";"14";"14-Cal";"NOR/14-Cal"
"14207";"Saint-Pierre-en-Auge";2;22;1;1;"SAINT PIERRE EN AUGE";"28";"14";"14-Cal";"NOR/14-Cal"
"14208";"Blainville-sur-Orne";2;22;2;2;"BLAINVILLE SUR ORNE";"28";"14";"14-Cal";"NOR/14-Cal"
"14209";"Falaise";2;22;1;1;"FALAISE";"28";"14";"14-Cal";"NOR/14-Cal"
"14210";"Argences";2;22;2;4;"ARGENCES";"28";"14";"14-Cal";"NOR/14-Cal"
"14211";"Ouistreham";2;22;1;1;"OUISTREHAM";"28";"14";"14-Cal";"NOR/14-Cal"
"14212";"Luc-sur-Mer";2;22;2;4;"LUC SUR MER";"28";"14";"14-Cal";"NOR/14-Cal"
"14213";"Mézidon Vallée d'Auge";2;22;1;1;"MEZIDON VALLEE D AUGE";"28";"14";"14-Cal";"NOR/14-Cal"
"14301";"Vire Normandie";3;32;1;1;"VIRE NORMANDIE";"28";"14";"14-Cal";"NOR/14-Cal"
"14302";"Bayeux";3;32;2;6;"BAYEUX";"28";"14";"14-Cal";"NOR/14-Cal"
"14401";"Lisieux";4;43;2;11;"LISIEUX";"28";"14";"14-Cal";"NOR/14-Cal"
"14402";"Dives-sur-Mer";4;43;2;24;"DIVES SUR MER";"28";"14";"14-Cal";"NOR/14-Cal"
"14701";"Caen";7;71;2;24;"CAEN";"28";"14";"14-Cal";"NOR/14-Cal"
"15000";"Communes hors unité urbaine du département 15";0;0;0;240;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 15";"84";"15";"15-Can";"ARA/15-Can"
"15101";"Riom-ès-Montagnes";1;12;1;1;"RIOM ES MONTAGNES";"84";"15";"15-Can";"ARA/15-Can"
"15102";"Ydes";1;12;2;2;"YDES";"84";"15";"15-Can";"ARA/15-Can"
"15103";"Maurs";1;12;2;2;"MAURS";"84";"15";"15-Can";"ARA/15-Can"
"15104";"Mauriac";1;13;1;1;"MAURIAC";"84";"15";"15-Can";"ARA/15-Can"
"15201";"Saint-Flour";2;21;1;1;"SAINT FLOUR";"84";"15";"15-Can";"ARA/15-Can"
"15401";"Aurillac";4;43;2;3;"AURILLAC";"84";"15";"15-Can";"ARA/15-Can"
"16000";"Communes hors unité urbaine du département 16";0;0;0;324;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 16";"75";"16";"16-Cha";"NAQ/16-Cha"
"16101";"Mansle-les-Fontaines";1;12;2;2;"MANSLE LES FONTAINES";"75";"16";"16-Cha";"NAQ/16-Cha"
"16102";"Confolens";1;12;1;1;"CONFOLENS";"75";"16";"16-Cha";"NAQ/16-Cha"
"16103";"Chasseneuil-sur-Bonnieure";1;13;1;1;"CHASSENEUIL SUR BONNIEURE";"75";"16";"16-Cha";"NAQ/16-Cha"
"16104";"Châteauneuf-sur-Charente";1;13;1;1;"CHATEAUNEUF SUR CHARENTE";"75";"16";"16-Cha";"NAQ/16-Cha"
"16105";"Ruffec";1;13;2;2;"RUFFEC";"75";"16";"16-Cha";"NAQ/16-Cha"
"16106";"La Rochefoucauld-en-Angoumois";1;13;1;1;"LA ROCHEFOUCAULD EN ANGOUMOIS";"75";"16";"16-Cha";"NAQ/16-Cha"
"16107";"Barbezieux-Saint-Hilaire";1;14;1;1;"BARBEZIEUX SAINT HILAIRE";"75";"16";"16-Cha";"NAQ/16-Cha"
"16108";"Jarnac";1;14;2;2;"JARNAC";"75";"16";"16-Cha";"NAQ/16-Cha"
"16401";"Cognac";4;42;2;6;"COGNAC";"75";"16";"16-Cha";"NAQ/16-Cha"
"16601";"Angoulême";6;61;2;18;"ANGOULEME";"75";"16";"16-Cha";"NAQ/16-Cha"
"17000";"Communes hors unité urbaine du département 17";0;0;0;381;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 17";"75";"17";"17-ChM";"NAQ/17-ChM"
"17101";"Saint-Denis-d'Oléron";1;11;2;2;"SAINT DENIS D OLERON";"75";"17";"17-ChM";"NAQ/17-ChM"
"17102";"Esnandes";1;11;1;1;"ESNANDES";"75";"17";"17-ChM";"NAQ/17-ChM"
"17103";"Saint-Laurent-de-la-Prée";1;11;1;1;"SAINT LAURENT DE LA PREE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17104";"Matha";1;11;1;1;"MATHA";"75";"17";"17-ChM";"NAQ/17-ChM"
"17105";"Saint-Rogatien";1;11;1;1;"SAINT ROGATIEN";"75";"17";"17-ChM";"NAQ/17-ChM"
"17106";"Villedoux";1;11;1;1;"VILLEDOUX";"75";"17";"17-ChM";"NAQ/17-ChM"
"17107";"Le Bois-Plage-en-Ré";1;11;1;1;"LE BOIS PLAGE EN RE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17108";"Rivedoux-Plage";1;11;1;1;"RIVEDOUX PLAGE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17109";"Saint-Trojan-les-Bains";1;11;2;2;"SAINT TROJAN LES BAINS";"75";"17";"17-ChM";"NAQ/17-ChM"
"17110";"La Jarne";1;11;1;1;"LA JARNE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17111";"Saint-Agnant";1;12;1;1;"SAINT AGNANT";"75";"17";"17-ChM";"NAQ/17-ChM"
"17112";"Médis";1;12;1;1;"MEDIS";"75";"17";"17-ChM";"NAQ/17-ChM"
"17113";"Breuillet";1;12;1;1;"BREUILLET";"75";"17";"17-ChM";"NAQ/17-ChM"
"17114";"Port-des-Barques";1;12;2;2;"PORT DES BARQUES";"75";"17";"17-ChM";"NAQ/17-ChM"
"17115";"Soubise";1;12;1;1;"SOUBISE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17116";"Marsilly";1;13;1;1;"MARSILLY";"75";"17";"17-ChM";"NAQ/17-ChM"
"17117";"Dolus-d'Oléron";1;13;1;1;"DOLUS D OLERON";"75";"17";"17-ChM";"NAQ/17-ChM"
"17118";"La Jarrie";1;13;1;1;"LA JARRIE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17119";"Sainte-Marie-de-Ré";1;13;1;1;"SAINTE MARIE DE RE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17120";"Montendre";1;13;2;2;"MONTENDRE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17121";"Saint-Georges-d'Oléron";1;13;1;1;"SAINT GEORGES D OLERON";"75";"17";"17-ChM";"NAQ/17-ChM"
"17122";"Fouras";1;14;1;1;"FOURAS";"75";"17";"17-ChM";"NAQ/17-ChM"
"17123";"Aigrefeuille-d'Aunis";1;14;1;1;"AIGREFEUILLE D AUNIS";"75";"17";"17-ChM";"NAQ/17-ChM"
"17124";"Pons";1;14;1;1;"PONS";"75";"17";"17-ChM";"NAQ/17-ChM"
"17125";"Le Château-d'Oléron";1;14;1;1;"LE CHATEAU D OLERON";"75";"17";"17-ChM";"NAQ/17-ChM"
"17126";"Ars-en-Ré";1;14;2;5;"ARS EN RE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17127";"Marans";1;14;1;1;"MARANS";"75";"17";"17-ChM";"NAQ/17-ChM"
"17128";"Sainte-Soulle";1;14;1;1;"SAINTE SOULLE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17129";"Saint-Xandre";1;14;1;1;"SAINT XANDRE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17130";"La Flotte";1;14;2;2;"LA FLOTTE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17201";"Jonzac";2;21;2;3;"JONZAC";"75";"17";"17-ChM";"NAQ/17-ChM"
"17202";"Saint-Pierre-d'Oléron";2;21;1;1;"SAINT PIERRE D OLERON";"75";"17";"17-ChM";"NAQ/17-ChM"
"17203";"Surgères";2;21;1;1;"SURGERES";"75";"17";"17-ChM";"NAQ/17-ChM"
"17204";"Saujon";2;22;1;1;"SAUJON";"75";"17";"17-ChM";"NAQ/17-ChM"
"17205";"Saint-Jean-d'Angély";2;22;2;3;"SAINT JEAN D ANGELY";"75";"17";"17-ChM";"NAQ/17-ChM"
"17206";"Marennes-Hiers-Brouage";2;22;2;2;"MARENNES HIERS BROUAGE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17301";"La Tremblade";3;31;2;4;"LA TREMBLADE";"75";"17";"17-ChM";"NAQ/17-ChM"
"17401";"Saintes";4;43;2;4;"SAINTES";"75";"17";"17-ChM";"NAQ/17-ChM"
"17402";"Rochefort";4;43;2;5;"ROCHEFORT";"75";"17";"17-ChM";"NAQ/17-ChM"
"17403";"Royan";4;43;2;7;"ROYAN";"75";"17";"17-ChM";"NAQ/17-ChM"
"17601";"La Rochelle";6;61;2;11;"LA ROCHELLE";"75";"17";"17-ChM";"NAQ/17-ChM"
"18000";"Communes hors unité urbaine du département 18";0;0;0;260;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 18";"24";"18";"18-Che";"CVL/18-Che"
"18101";"Sancerre";1;12;2;2;"SANCERRE";"24";"18";"18-Che";"CVL/18-Che"
"18102";"Léré";1;12;2;3;"LERE";"24";"18";"18-Che";"CVL/18-Che"
"18103";"Sancoins";1;13;1;1;"SANCOINS";"24";"18";"18-Che";"CVL/18-Che"
"18104";"La Guerche-sur-l'Aubois";1;13;1;1;"LA GUERCHE SUR L AUBOIS";"24";"18";"18-Che";"CVL/18-Che"
"18105";"Avord";1;13;2;2;"AVORD";"24";"18";"18-Che";"CVL/18-Che"
"18106";"Dun-sur-Auron";1;13;1;1;"DUN SUR AURON";"24";"18";"18-Che";"CVL/18-Che"
"18107";"Trouy";1;13;1;1;"TROUY";"24";"18";"18-Che";"CVL/18-Che"
"18201";"Aubigny-sur-Nère";2;21;1;1;"AUBIGNY SUR NERE";"24";"18";"18-Che";"CVL/18-Che"
"18202";"Saint-Florent-sur-Cher";2;21;1;1;"SAINT FLORENT SUR CHER";"24";"18";"18-Che";"CVL/18-Che"
"18203";"Mehun-sur-Yèvre";2;21;1;1;"MEHUN SUR YEVRE";"24";"18";"18-Che";"CVL/18-Che"
"18301";"Saint-Amand-Montrond";3;31;2;3;"SAINT AMAND MONTROND";"24";"18";"18-Che";"CVL/18-Che"
"18401";"Vierzon";4;42;2;3;"VIERZON";"24";"18";"18-Che";"CVL/18-Che"
"18501";"Bourges";5;52;2;6;"BOURGES";"24";"18";"18-Che";"CVL/18-Che"
"19000";"Communes hors unité urbaine du département 19";0;0;0;247;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 19";"75";"19";"19-Cor";"NAQ/19-Cor"
"19101";"Donzenac";1;12;1;1;"DONZENAC";"75";"19";"19-Cor";"NAQ/19-Cor"
"19102";"Bort-les-Orgues";1;12;1;1;"BORT LES ORGUES";"75";"19";"19-Cor";"NAQ/19-Cor"
"19103";"Uzerche";1;12;1;1;"UZERCHE";"75";"19";"19-Cor";"NAQ/19-Cor"
"19104";"Argentat-sur-Dordogne";1;13;1;1;"ARGENTAT SUR DORDOGNE";"75";"19";"19-Cor";"NAQ/19-Cor"
"19105";"Égletons";1;14;1;1;"EGLETONS";"75";"19";"19-Cor";"NAQ/19-Cor"
"19106";"Objat";1;14;2;3;"OBJAT";"75";"19";"19-Cor";"NAQ/19-Cor"
"19201";"Allassac";2;21;2;2;"ALLASSAC";"75";"19";"19-Cor";"NAQ/19-Cor"
"19202";"Ussel";2;22;1;1;"USSEL";"75";"19";"19-Cor";"NAQ/19-Cor"
"19401";"Tulle";4;41;2;6;"TULLE";"75";"19";"19-Cor";"NAQ/19-Cor"
"21000";"Communes hors unité urbaine du département 21";0;0;0;652;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 21";"27";"21";"21-CdO";"BFC/21-CdO"
"21101";"Brazey-en-Plaine";1;11;1;1;"BRAZEY EN PLAINE";"27";"21";"21-CdO";"BFC/21-CdO"
"21102";"Selongey";1;11;1;1;"SELONGEY";"27";"21";"21-CdO";"BFC/21-CdO"
"21103";"Saulieu";1;11;1;1;"SAULIEU";"27";"21";"21-CdO";"BFC/21-CdO"
"21104";"Arc-sur-Tille";1;12;1;1;"ARC SUR TILLE";"27";"21";"21-CdO";"BFC/21-CdO"
"21105";"Seurre";1;12;2;3;"SEURRE";"27";"21";"21-CdO";"BFC/21-CdO"
"21106";"Saint-Jean-de-Losne";1;13;2;3;"SAINT JEAN DE LOSNE";"27";"21";"21-CdO";"BFC/21-CdO"
