EPCI;EPCI_EPT;EPCI_EPTinc;EPCIlibFull;EPCIlibFullNCC;EPCIlibShort;EPCIlibShortNCC;TYPE_EPCI;TYPE_EPCIlib;METRoff;DENSEPCI;DENSEPCIlib;REG_dom;DEP_dom;DEPshort_dom;regdep
200072015;200072015;0;Communauté d'agglomération Annonay Rhône Agglo;COMMUNAUTE D AGGLOMERATION ANNONAY RHONE AGGLO;CA Annonay Rhône Agglo;CA ANNONAY RHONE AGGLO;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;07;07-Ard;ARA/07-Ard
200072023;200072023;0;Communauté de communes Cœur de Charente;COMMUNAUTE DE COMMUNES CŒUR DE CHARENTE;CC Cœur de Charente;CC CŒUR DE CHARENTE;CC;Communauté de communes;0;3;Rural;75;16;16-Cha;NAQ/16-Cha
200072031;200072031;0;Communauté d'agglomération de la Région de Château-Thierry;COMMUNAUTE D AGGLOMERATION DE LA REGION DE CHATEAU THIERRY;CA de la Région de Château-Thierry;CA DE LA REGION DE CHATEAU-THIERRY;CA;Communauté d'agglomération;0;3;Rural;32;02;02-Ais;HDF/02-Ais
200072049;200072049;0;Communauté de communes de Charente Limousine;COMMUNAUTE DE COMMUNES DE CHARENTE LIMOUSINE;CC de Charente Limousine;CC DE CHARENTE LIMOUSINE;CC;Communauté de communes;0;3;Rural;75;16;16-Cha;NAQ/16-Cha
200072056;200072056;0;Communauté de communes Porte du Jura;COMMUNAUTE DE COMMUNES PORTE DU JURA;CC Porte du Jura;CC PORTE DU JURA;CC;Communauté de communes;0;3;Rural;27;39;39-Jur;BFC/39-Jur
200072064;200072064;0;Communauté de communes Val-de-Cher-Controis;COMMUNAUTE DE COMMUNES VAL DE CHER CONTROIS;CC Val-de-Cher-Controis;CC VAL-DE-CHER-CONTROIS;CC;Communauté de communes;0;3;Rural;24;41;41-LeC;CVL/41-LeC
200072072;200072072;0;Communauté d'agglomération Territoires Vendômois;COMMUNAUTE D AGGLOMERATION TERRITOIRES VENDOMOIS;CA Territoires Vendômois;CA TERRITOIRES VENDOMOIS;CA;Communauté d'agglomération;0;3;Rural;24;41;41-LeC;CVL/41-LeC
200072080;200072080;0;Communauté de communes du Pays de Saint-Éloy;COMMUNAUTE DE COMMUNES DU PAYS DE SAINT ELOY;CC du Pays de Saint-Éloy;CC DU PAYS DE SAINT-ELOY;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200072098;200072098;0;Communauté de communes Combrailles Sioule et Morge;COMMUNAUTE DE COMMUNES COMBRAILLES SIOULE ET MORGE;CC Combrailles Sioule et Morge;CC COMBRAILLES SIOULE ET MORGE;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200072106;200072106;0;Communauté de communes Adour Madiran;COMMUNAUTE DE COMMUNES ADOUR MADIRAN;CC Adour Madiran;CC ADOUR MADIRAN;CC;Communauté de communes;0;3;Rural;76;65;65-HPy;OCC/65-HPy
200072130;200072130;0;Communauté d'agglomération du Pays de Meaux;COMMUNAUTE D AGGLOMERATION DU PAYS DE MEAUX;CA du Pays de Meaux;CA DU PAYS DE MEAUX;CA;Communauté d'agglomération;0;1;Urbain dense;11;77;77-SeM;IDF/77-SeM
200072304;200072304;0;Communauté de communes Vallée de l'Ubaye - Serre-Ponçon;COMMUNAUTE DE COMMUNES VALLEE DE L UBAYE SERRE PONCON;CC Vallée de l'Ubaye - Serre-Ponçon;CC VALLEE DE L'UBAYE - SERRE-PONCON;CC;Communauté de communes;0;3;Rural;93;04;04-AHP;PACA/04-AHP
200072312;200072312;0;Communauté d'agglomération Seine Normandie Agglomération;COMMUNAUTE D AGGLOMERATION SEINE NORMANDIE AGGLOMERATION;CA Seine Normandie Agglomération;CA SEINE NORMANDIE AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;28;27;27-Eur;NOR/27-Eur
200072320;200072320;0;Communauté de communes Val de Gers;COMMUNAUTE DE COMMUNES VAL DE GERS;CC Val de Gers;CC VAL DE GERS;CC;Communauté de communes;0;3;Rural;76;32;32-Ger;OCC/32-Ger
200072346;200072346;0;Communauté d'agglomération du Pays de Fontainebleau;COMMUNAUTE D AGGLOMERATION DU PAYS DE FONTAINEBLEAU;CA du Pays de Fontainebleau;CA DU PAYS DE FONTAINEBLEAU;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;11;77;77-SeM;IDF/77-SeM
200072452;200072452;0;Communauté d'agglomération Fougères Agglomération;COMMUNAUTE D AGGLOMERATION FOUGERES AGGLOMERATION;CA Fougères Agglomération;CA FOUGERES AGGLOMERATION;CA;Communauté d'agglomération;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200072460;200072460;0;Communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane;COMMUNAUTE D AGGLOMERATION DE BETHUNE BRUAY, ARTOIS LYS ROMANE;CA de Béthune-Bruay, Artois-Lys Romane;CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;62;62-PdC;HDF/62-PdC
200072478;200072478;0;Communauté de communes Pays d'Opale;COMMUNAUTE DE COMMUNES PAYS D OPALE;CC Pays d'Opale;CC PAYS D'OPALE;CC;Communauté de communes;0;3;Rural;32;62;62-PdC;HDF/62-PdC
200072544;200072544;0;Communauté de communes des Deux Morin;COMMUNAUTE DE COMMUNES DES DEUX MORIN;CC des Deux Morin;CC DES DEUX MORIN;CC;Communauté de communes;0;3;Rural;11;77;77-SeM;IDF/77-SeM
200072635;200072635;0;Communauté de communes Pyrénées Haut Garonnaises;COMMUNAUTE DE COMMUNES PYRENEES HAUT GARONNAISES;CC Pyrénées Haut Garonnaises;CC PYRENEES HAUT GARONNAISES;CC;Communauté de communes;0;3;Rural;76;31;31-HGa;OCC/31-HGa
200072643;200072643;0;Communauté de communes Cœur et Coteaux du Comminges;COMMUNAUTE DE COMMUNES CŒUR ET COTEAUX DU COMMINGES;CC Cœur et Coteaux du Comminges;CC CŒUR ET COTEAUX DU COMMINGES;CC;Communauté de communes;0;3;Rural;76;31;31-HGa;OCC/31-HGa
200072650;200072650;0;Communauté de communes Touraine Vallée de l'Indre;COMMUNAUTE DE COMMUNES TOURAINE VALLEE DE L INDRE;CC Touraine Vallée de l'Indre;CC TOURAINE VALLEE DE L'INDRE;CC;Communauté de communes;0;3;Rural;24;37;37-IeL;CVL/37-IeL
200072668;200072668;0;Communauté de communes Touraine Val de Vienne;COMMUNAUTE DE COMMUNES TOURAINE VAL DE VIENNE;CC Touraine Val de Vienne;CC TOURAINE VAL DE VIENNE;CC;Communauté de communes;0;3;Rural;24;37;37-IeL;CVL/37-IeL
200072676;200072676;0;Communauté de communes Maine Saosnois;COMMUNAUTE DE COMMUNES MAINE SAOSNOIS;CC Maine Saosnois;CC MAINE SAOSNOIS;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200072684;200072684;0;Communauté de communes Le Gesnois Bilurien;COMMUNAUTE DE COMMUNES LE GESNOIS BILURIEN;CC Le Gesnois Bilurien;CC LE GESNOIS BILURIEN;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200072692;200072692;0;Communauté de communes des Vallées de la Braye et de l'Anille;COMMUNAUTE DE COMMUNES DES VALLEES DE LA BRAYE ET DE L ANILLE;CC des Vallées de la Braye et de l'Anille;CC DES VALLEES DE LA BRAYE ET DE L'ANILLE;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200072700;200072700;0;Communauté de communes Haute Sarthe Alpes Mancelles;COMMUNAUTE DE COMMUNES HAUTE SARTHE ALPES MANCELLES;CC Haute Sarthe Alpes Mancelles;CC HAUTE SARTHE ALPES MANCELLES;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200072718;200072718;0;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;COMMUNAUTE DE COMMUNES DE LA CHAMPAGNE CONLINOISE ET DU PAYS DE SILLE;CC de la Champagne Conlinoise et du Pays de Sillé;CC DE LA CHAMPAGNE CONLINOISE ET DU PAYS DE SILLE;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200072726;200072726;0;Communauté de communes Châteaubriant-Derval;COMMUNAUTE DE COMMUNES CHATEAUBRIANT DERVAL;CC Châteaubriant-Derval;CC CHATEAUBRIANT-DERVAL;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
200072734;200072734;0;Communauté de communes Estuaire et Sillon;COMMUNAUTE DE COMMUNES ESTUAIRE ET SILLON;CC Estuaire et Sillon;CC ESTUAIRE ET SILLON;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
200072825;200072825;0;Communauté de communes Mirebellois et Fontenois;COMMUNAUTE DE COMMUNES MIREBELLOIS ET FONTENOIS;CC Mirebellois et Fontenois;CC MIREBELLOIS ET FONTENOIS;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200072874;200072874;0;Communauté de communes Val Briard;COMMUNAUTE DE COMMUNES VAL BRIARD;CC Val Briard;CC VAL BRIARD;CC;Communauté de communes;0;3;Rural;11;77;77-SeM;IDF/77-SeM
200072882;200072882;0;Communauté de communes de Vie et Boulogne;COMMUNAUTE DE COMMUNES DE VIE ET BOULOGNE;CC de Vie et Boulogne;CC DE VIE ET BOULOGNE;CC;Communauté de communes;0;3;Rural;52;85;85-Ven;PDL/85-Ven
200072981;200072981;0;Communauté de communes Touraine Ouest Val de Loire;COMMUNAUTE DE COMMUNES TOURAINE OUEST VAL DE LOIRE;CC Touraine Ouest Val de Loire;CC TOURAINE OUEST VAL DE LOIRE;CC;Communauté de communes;0;3;Rural;24;37;37-IeL;CVL/37-IeL
200072999;200072999;0;Communauté de communes du Grand Langres;COMMUNAUTE DE COMMUNES DU GRAND LANGRES;CC du Grand Langres;CC DU GRAND LANGRES;CC;Communauté de communes;0;3;Rural;44;52;52-HMa;GES/52-HMa
200073013;200073013;0;Communauté de communes Carnelle Pays-de-France;COMMUNAUTE DE COMMUNES CARNELLE PAYS DE FRANCE;CC Carnelle Pays-de-France;CC CARNELLE PAYS-DE-FRANCE;CC;Communauté de communes;0;2;Urbain intermédiaire;11;95;95-VdO;IDF/95-VdO
200073096;200073096;0;Communauté d'agglomération Arche Agglo;COMMUNAUTE D AGGLOMERATION ARCHE AGGLO;CA Arche Agglo;CA ARCHE AGGLO;CA;Communauté d'agglomération;0;3;Rural;84;26;26-Drô;ARA/26-Drô
200073104;200073104;0;Communauté de communes de l'Île-Rousse - Balagne;COMMUNAUTE DE COMMUNES DE L ILE ROUSSE BALAGNE;CC de l'Île-Rousse - Balagne;CC DE L'ILE-ROUSSE - BALAGNE;CC;Communauté de communes;0;3;Rural;94;2B;2B-HCo;COR/2B-HCo
200073112;200073112;0;Communauté de communes Sud Sarthe;COMMUNAUTE DE COMMUNES SUD SARTHE;CC Sud Sarthe;CC SUD SARTHE;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200073120;200073120;0;Communauté de communes Nebbiu - Conca d'Oro;COMMUNAUTE DE COMMUNES NEBBIU CONCA D ORO;CC Nebbiu - Conca d'Oro;CC NEBBIU - CONCA D'ORO;CC;Communauté de communes;0;3;Rural;94;2B;2B-HCo;COR/2B-HCo
200073138;200073138;0;Communauté de communes Pasquale Paoli;COMMUNAUTE DE COMMUNES PASQUALE PAOLI;CC Pasquale Paoli;CC PASQUALE PAOLI;CC;Communauté de communes;0;3;Rural;94;2B;2B-HCo;COR/2B-HCo
200073146;200073146;0;Communauté de communes Cagire Garonne Salat;COMMUNAUTE DE COMMUNES CAGIRE GARONNE SALAT;CC Cagire Garonne Salat;CC CAGIRE GARONNE SALAT;CC;Communauté de communes;0;3;Rural;76;31;31-HGa;OCC/31-HGa
200073161;200073161;0;Communauté de communes Touraine-Est Vallées;COMMUNAUTE DE COMMUNES TOURAINE EST VALLEES;CC Touraine-Est Vallées;CC TOURAINE-EST VALLEES;CC;Communauté de communes;0;2;Urbain intermédiaire;24;37;37-IeL;CVL/37-IeL
200073237;200073237;0;Communauté de communes de Gâtine-Racan;COMMUNAUTE DE COMMUNES DE GATINE RACAN;CC de Gâtine-Racan;CC DE GATINE-RACAN;CC;Communauté de communes;0;3;Rural;24;37;37-IeL;CVL/37-IeL
200073245;200073245;0;Communauté de communes du Bassin d'Aubenas;COMMUNAUTE DE COMMUNES DU BASSIN D AUBENAS;CC du Bassin d'Aubenas;CC DU BASSIN D'AUBENAS;CC;Communauté de communes;0;2;Urbain intermédiaire;84;07;07-Ard;ARA/07-Ard
200073252;200073252;0;Communauté de communes de la Castagniccia-Casinca;COMMUNAUTE DE COMMUNES DE LA CASTAGNICCIA CASINCA;CC de la Castagniccia-Casinca;CC DE LA CASTAGNICCIA-CASINCA;CC;Communauté de communes;0;3;Rural;94;2B;2B-HCo;COR/2B-HCo
200073260;200073260;0;Communauté de communes Sud Vendée Littoral;COMMUNAUTE DE COMMUNES SUD VENDEE LITTORAL;CC Sud Vendée Littoral;CC SUD VENDEE LITTORAL;CC;Communauté de communes;0;3;Rural;52;85;85-Ven;PDL/85-Ven
200073344;200073344;0;Communauté d'agglomération Rambouillet Territoires;COMMUNAUTE D AGGLOMERATION RAMBOUILLET TERRITOIRES;CA Rambouillet Territoires;CA RAMBOUILLET TERRITOIRES;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;11;78;78-Yve;IDF/78-Yve
200073393;200073393;0;Communauté de communes des Rives du Haut Allier;COMMUNAUTE DE COMMUNES DES RIVES DU HAUT ALLIER;CC des Rives du Haut Allier;CC DES RIVES DU HAUT ALLIER;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
200073401;200073401;0;Communauté de communes Mézenc-Loire-Meygal;COMMUNAUTE DE COMMUNES MEZENC LOIRE MEYGAL;CC Mézenc-Loire-Meygal;CC MEZENC-LOIRE-MEYGAL;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
200073419;200073419;0;Communauté d'agglomération du Puy-en-Velay;COMMUNAUTE D AGGLOMERATION DU PUY EN VELAY;CA du Puy-en-Velay;CA DU PUY-EN-VELAY;CA;Communauté d'agglomération;0;3;Rural;84;43;43-HLo;ARA/43-HLo
200073427;200073427;0;Communauté de communes Marches du Velay-Rochebaron;COMMUNAUTE DE COMMUNES MARCHES DU VELAY ROCHEBARON;CC Marches du Velay-Rochebaron;CC MARCHES DU VELAY-ROCHEBARON;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
200077014;200077014;0;Communauté d'agglomération Vienne Condrieu;COMMUNAUTE D AGGLOMERATION VIENNE CONDRIEU;CA Vienne Condrieu;CA VIENNE CONDRIEU;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;38;38-Isè;ARA/38-Isè
200083392;200083392;0;Communauté d'agglomération Laval Agglomération;COMMUNAUTE D AGGLOMERATION LAVAL AGGLOMERATION;CA Laval Agglomération;CA LAVAL AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;52;53;53-May;PDL/53-May
200084952;200084952;0;Communauté urbaine Le Havre Seine Métropole;COMMUNAUTE URBAINE LE HAVRE SEINE METROPOLE;CU Le Havre Seine Métropole;CU LE HAVRE SEINE METROPOLE;CU;Communauté urbaine;0;1;Urbain dense;28;76;76-SMa;NOR/76-SMa
200085728;200085728;0;Communauté de communes Brioude Sud Auvergne;COMMUNAUTE DE COMMUNES BRIOUDE SUD AUVERGNE;CC Brioude Sud Auvergne;CC BRIOUDE SUD AUVERGNE;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
200085751;200085751;0;Communauté de communes Entre Bièvre et Rhône;COMMUNAUTE DE COMMUNES ENTRE BIEVRE ET RHONE;CC Entre Bièvre et Rhône;CC ENTRE BIEVRE ET RHONE;CC;Communauté de communes;0;2;Urbain intermédiaire;84;38;38-Isè;ARA/38-Isè
200089456;200089456;0;Communauté d'agglomération Seine-Eure;COMMUNAUTE D AGGLOMERATION SEINE EURE;CA Seine-Eure;CA SEINE-EURE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;28;27;27-Eur;NOR/27-Eur
200090504;200090504;0;Communauté d'agglomération Coulommiers Pays de Brie;COMMUNAUTE D AGGLOMERATION COULOMMIERS PAYS DE BRIE;CA Coulommiers Pays de Brie;CA COULOMMIERS PAYS DE BRIE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;11;77;77-SeM;IDF/77-SeM
200090561;200090561;0;Communauté de communes Vierzon-Sologne-Berry;COMMUNAUTE DE COMMUNES VIERZON SOLOGNE BERRY;CC Vierzon-Sologne-Berry;CC VIERZON-SOLOGNE-BERRY;CC;Communauté de communes;0;2;Urbain intermédiaire;24;18;18-Che;CVL/18-Che
200090579;200090579;0;Communauté de communes Terre d'Émeraude Communauté;COMMUNAUTE DE COMMUNES TERRE D EMERAUDE COMMUNAUTE;CC Terre d'Émeraude Communauté;CC TERRE D'EMERAUDE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;27;39;39-Jur;BFC/39-Jur
200090751;200090751;0;Communauté d'agglomération Grand Calais Terres et Mers;COMMUNAUTE D AGGLOMERATION GRAND CALAIS TERRES ET MERS;CA Grand Calais Terres et Mers;CA GRAND CALAIS TERRES ET MERS;CA;Communauté d'agglomération;0;1;Urbain dense;32;62;62-PdC;HDF/62-PdC
200093201;200093201;0;Métropole Européenne de Lille;METROPOLE EUROPEENNE DE LILLE;MET Européenne de Lille;MET EUROPEENNE DE LILLE;MET;Métropole;1;1;Urbain dense;32;59;59-Nor;HDF/59-Nor
200096634;200096634;0;Communauté de communes des Hautes Vosges;COMMUNAUTE DE COMMUNES DES HAUTES VOSGES;CC des Hautes Vosges;CC DES HAUTES VOSGES;CC;Communauté de communes;0;3;Rural;44;88;88-Vos;GES/88-Vos
200096642;200096642;0;Communauté de communes Gérardmer Hautes Vosges;COMMUNAUTE DE COMMUNES GERARDMER HAUTES VOSGES;CC Gérardmer Hautes Vosges;CC GERARDMER HAUTES VOSGES;CC;Communauté de communes;0;3;Rural;44;88;88-Vos;GES/88-Vos
200096675;200096675;0;Communauté de communes Baud Communauté;COMMUNAUTE DE COMMUNES BAUD COMMUNAUTE;CC Baud Communauté;CC BAUD COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
200096683;200096683;0;Communauté de communes Centre Morbihan Communauté;COMMUNAUTE DE COMMUNES CENTRE MORBIHAN COMMUNAUTE;CC Centre Morbihan Communauté;CC CENTRE MORBIHAN COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
200096956;200096956;0;Communauté d'agglomération Agglomération d'Agen;COMMUNAUTE D AGGLOMERATION AGGLOMERATION D AGEN;CA Agglomération d'Agen;CA AGGLOMERATION D'AGEN;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;75;47;47-LeG;NAQ/47-LeG
240100610;240100610;0;Communauté de communes de la Côtière à Montluel;COMMUNAUTE DE COMMUNES DE LA COTIERE A MONTLUEL;CC de la Côtière à Montluel;CC DE LA COTIERE A MONTLUEL;CC;Communauté de communes;0;2;Urbain intermédiaire;84;01;01-Ain;ARA/01-Ain
240100750;240100750;0;Communauté d'agglomération du Pays de Gex;COMMUNAUTE D AGGLOMERATION DU PAYS DE GEX;CA du Pays de Gex;CA DU PAYS DE GEX;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;01;01-Ain;ARA/01-Ain
240100800;240100800;0;Communauté de communes de Miribel et du Plateau;COMMUNAUTE DE COMMUNES DE MIRIBEL ET DU PLATEAU;CC de Miribel et du Plateau;CC DE MIRIBEL ET DU PLATEAU;CC;Communauté de communes;0;2;Urbain intermédiaire;84;01;01-Ain;ARA/01-Ain
240100883;240100883;0;Communauté de communes de la Plaine de l'Ain;COMMUNAUTE DE COMMUNES DE LA PLAINE DE L AIN;CC de la Plaine de l'Ain;CC DE LA PLAINE DE L'AIN;CC;Communauté de communes;0;2;Urbain intermédiaire;84;01;01-Ain;ARA/01-Ain
240100891;240100891;0;Communauté de communes Terre Valserhône;COMMUNAUTE DE COMMUNES TERRE VALSERHONE;CC Terre Valserhône;CC TERRE VALSERHONE;CC;Communauté de communes;0;2;Urbain intermédiaire;84;01;01-Ain;ARA/01-Ain
240200444;240200444;0;Communauté de communes de la Thiérache du Centre;COMMUNAUTE DE COMMUNES DE LA THIERACHE DU CENTRE;CC de la Thiérache du Centre;CC DE LA THIERACHE DU CENTRE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200469;240200469;0;Communauté de communes du Pays de la Serre;COMMUNAUTE DE COMMUNES DU PAYS DE LA SERRE;CC du Pays de la Serre;CC DU PAYS DE LA SERRE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200477;240200477;0;Communauté d'agglomération GrandSoissons Agglomération;COMMUNAUTE D AGGLOMERATION GRANDSOISSONS AGGLOMERATION;CA GrandSoissons Agglomération;CA GRANDSOISSONS AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;02;02-Ais;HDF/02-Ais
240200493;240200493;0;Communauté de communes du Pays du Vermandois;COMMUNAUTE DE COMMUNES DU PAYS DU VERMANDOIS;CC du Pays du Vermandois;CC DU PAYS DU VERMANDOIS;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200501;240200501;0;Communauté de communes du Val de l'Aisne;COMMUNAUTE DE COMMUNES DU VAL DE L AISNE;CC du Val de l'Aisne;CC DU VAL DE L'AISNE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200519;240200519;0;Communauté de communes du Canton d'Oulchy-le-Château;COMMUNAUTE DE COMMUNES DU CANTON D OULCHY LE CHATEAU;CC du Canton d'Oulchy-le-Château;CC DU CANTON D'OULCHY-LE-CHATEAU;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200576;240200576;0;Communauté de communes de la Champagne Picarde;COMMUNAUTE DE COMMUNES DE LA CHAMPAGNE PICARDE;CC de la Champagne Picarde;CC DE LA CHAMPAGNE PICARDE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200584;240200584;0;Communauté de communes du Canton de Charly-sur-Marne;COMMUNAUTE DE COMMUNES DU CANTON DE CHARLY SUR MARNE;CC du Canton de Charly-sur-Marne;CC DU CANTON DE CHARLY-SUR-MARNE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200592;240200592;0;Communauté de communes du Chemin des Dames;COMMUNAUTE DE COMMUNES DU CHEMIN DES DAMES;CC du Chemin des Dames;CC DU CHEMIN DES DAMES;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200600;240200600;0;Communauté de communes des Trois Rivières;COMMUNAUTE DE COMMUNES DES TROIS RIVIERES;CC des Trois Rivières;CC DES TROIS RIVIERES;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240200634;240200634;0;Communauté de communes des Portes de la Thiérache;COMMUNAUTE DE COMMUNES DES PORTES DE LA THIERACHE;CC des Portes de la Thiérache;CC DES PORTES DE LA THIERACHE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
240300491;240300491;0;Communauté de communes du Pays de Lapalisse;COMMUNAUTE DE COMMUNES DU PAYS DE LAPALISSE;CC du Pays de Lapalisse;CC DU PAYS DE LAPALISSE;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
240300558;240300558;0;Communauté de communes du Pays de Tronçais;COMMUNAUTE DE COMMUNES DU PAYS DE TRONCAIS;CC du Pays de Tronçais;CC DU PAYS DE TRONCAIS;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
240300566;240300566;0;Communauté de communes du Val de Cher;COMMUNAUTE DE COMMUNES DU VAL DE CHER;CC du Val de Cher;CC DU VAL DE CHER;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
240300657;240300657;0;Communauté de communes du Pays d'Huriel;COMMUNAUTE DE COMMUNES DU PAYS D HURIEL;CC du Pays d'Huriel;CC DU PAYS D'HURIEL;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
240400440;240400440;0;Communauté de communes Pays Forcalquier et Montagne de Lure;COMMUNAUTE DE COMMUNES PAYS FORCALQUIER ET MONTAGNE DE LURE;CC Pays Forcalquier et Montagne de Lure;CC PAYS FORCALQUIER ET MONTAGNE DE LURE;CC;Communauté de communes;0;3;Rural;93;04;04-AHP;PACA/04-AHP
240500439;240500439;0;Communauté de communes du Briançonnais;COMMUNAUTE DE COMMUNES DU BRIANCONNAIS;CC du Briançonnais;CC DU BRIANCONNAIS;CC;Communauté de communes;0;2;Urbain intermédiaire;93;05;05-HAl;PACA/05-HAl
240500462;240500462;0;Communauté de communes du Pays des Ecrins;COMMUNAUTE DE COMMUNES DU PAYS DES ECRINS;CC du Pays des Ecrins;CC DU PAYS DES ECRINS;CC;Communauté de communes;0;3;Rural;93;05;05-HAl;PACA/05-HAl
240600551;240600551;0;Communauté d'agglomération de la Riviera Française;COMMUNAUTE D AGGLOMERATION DE LA RIVIERA FRANCAISE;CA de la Riviera Française;CA DE LA RIVIERA FRANCAISE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;93;06;06-AMa;PACA/06-AMa
240600585;240600585;0;Communauté d'agglomération de Sophia Antipolis;COMMUNAUTE D AGGLOMERATION DE SOPHIA ANTIPOLIS;CA de Sophia Antipolis;CA DE SOPHIA ANTIPOLIS;CA;Communauté d'agglomération;0;1;Urbain dense;93;06;06-AMa;PACA/06-AMa
240600593;240600593;0;Communauté de communes du Pays des Paillons;COMMUNAUTE DE COMMUNES DU PAYS DES PAILLONS;CC du Pays des Paillons;CC DU PAYS DES PAILLONS;CC;Communauté de communes;0;3;Rural;93;06;06-AMa;PACA/06-AMa
