"AAV2020";"AAV2020lib";"AAV2020libNCC";"TAAV2017";"TAAV2017lib";"TAAV2017libNCC";"TDAAV2017";"TDAAV2017lib";"TDAAV2017libNCC";"NB_COM";"dens3";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"543";"Eauze";"EAUZE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"76";"32";"32-Ger";"OCC/32-Ger"
"544";"Machecoul-Saint-Même";"MACHECOUL SAINT MEME";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"52";"44";"44-LoA";"PDL/44-LoA"
"545";"Montmirail";"MONTMIRAIL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";19;3;"44";"51";"51-Mar";"GES/51-Mar"
"546";"Langeac";"LANGEAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";14;3;"84";"43";"43-HLo";"ARA/43-HLo"
"547";"Fruges";"FRUGES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";22;3;"32";"62";"62-PdC";"HDF/62-PdC"
"548";"Saint-Mihiel";"SAINT MIHIEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";17;3;"44";"55";"55-Meu";"GES/55-Meu"
"549";"Cavalaire-sur-Mer";"CAVALAIRE SUR MER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"93";"83";"83-Var";"PACA/83-Var"
"550";"Morzine";"MORZINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"84";"74";"74-HSv";"ARA/74-HSv"
"551";"Josselin";"JOSSELIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"53";"56";"56-Mor";"BRE/56-Mor"
"552";"Charmes";"CHARMES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"44";"88";"88-Vos";"GES/88-Vos"
"553";"Thizy-les-Bourgs";"THIZY LES BOURGS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"84";"42";"42-Loi";"ARA/42-Loi"
"554";"La Loupe";"LA LOUPE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"24";"28";"28-EeL";"CVL/28-EeL"
"555";"Saint-Satur - Sancerre";"SAINT SATUR SANCERRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";14;3;"24";"18";"18-Che";"CVL/18-Che"
"556";"Pleslin-Trigavou";"PLESLIN TRIGAVOU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"22";"22-CdA";"BRE/22-CdA"
"557";"Locminé";"LOCMINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;2;"53";"56";"56-Mor";"BRE/56-Mor"
"558";"Uzerche";"UZERCHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"75";"19";"19-Cor";"NAQ/19-Cor"
"559";"Rouffach";"ROUFFACH";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"44";"68";"68-HRh";"GES/68-HRh"
"560";"Gaillon";"GAILLON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"28";"27";"27-Eur";"NOR/27-Eur"
"561";"Longué-Jumelles";"LONGUE JUMELLES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"52";"49";"49-MeL";"PDL/49-MeL"
"562";"Vervins";"VERVINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";21;3;"32";"02";"02-Ais";"HDF/02-Ais"
"563";"La Charité-sur-Loire";"LA CHARITE SUR LOIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"24";"18";"18-Che";"CVL/18-Che"
"564";"Barcelonnette";"BARCELONNETTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"93";"04";"04-AHP";"PACA/04-AHP"
"565";"Amplepuis";"AMPLEPUIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"84";"69";"69-Rhô";"ARA/69-Rhô"
"566";"Amélie-les-Bains-Palalda";"AMELIE LES BAINS PALALDA";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;2;"76";"66";"66-PyO";"OCC/66-PyO"
"567";"Quiberon";"QUIBERON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"56";"56-Mor";"BRE/56-Mor"
"568";"Blancs-Coteaux";"BLANCS COTEAUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"44";"51";"51-Mar";"GES/51-Mar"
"569";"Montoire-sur-le-Loir";"MONTOIRE SUR LE LOIR";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"24";"41";"41-LeC";"CVL/41-LeC"
"570";"Marckolsheim";"MARCKOLSHEIM";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"44";"67";"67-BRh";"GES/67-BRh"
"571";"Bohain-en-Vermandois";"BOHAIN EN VERMANDOIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;2;"32";"02";"02-Ais";"HDF/02-Ais"
"572";"Plateau d'Hauteville";"PLATEAU D HAUTEVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"84";"01";"01-Ain";"ARA/01-Ain"
"573";"Carignan";"CARIGNAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"44";"08";"08-Ard";"GES/08-Ard"
"574";"Saint-Calais";"SAINT CALAIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"52";"72";"72-Sar";"PDL/72-Sar"
"575";"Pons";"PONS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"75";"17";"17-ChM";"NAQ/17-ChM"
"576";"Blangy-sur-Bresle";"BLANGY SUR BRESLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"28";"76";"76-SMa";"NOR/76-SMa"
"577";"Beuzeville";"BEUZEVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"28";"27";"27-Eur";"NOR/27-Eur"
"578";"Carnac";"CARNAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"56";"56-Mor";"BRE/56-Mor"
"579";"Arbois";"ARBOIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";16;3;"27";"39";"39-Jur";"BFC/39-Jur"
"580";"Les Abrets en Dauphiné";"LES ABRETS EN DAUPHINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"38";"38-Isè";"ARA/38-Isè"
"581";"Nonancourt - Saint-Lubin-des-Joncherets";"NONANCOURT SAINT LUBIN DES JONCHERETS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;2;"28";"27";"27-Eur";"NOR/27-Eur"
"582";"Charolles";"CHAROLLES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"27";"71";"71-SeL";"BFC/71-SeL"
"583";"Lectoure";"LECTOURE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";13;3;"76";"32";"32-Ger";"OCC/32-Ger"
"584";"Revin";"REVIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"44";"08";"08-Ard";"GES/08-Ard"
"585";"Morestel";"MORESTEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"84";"38";"38-Isè";"ARA/38-Isè"
"586";"Breteuil";"BRETEUIL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"32";"60";"60-Ois";"HDF/60-Ois"
"587";"Banyuls-sur-Mer";"BANYULS SUR MER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"76";"66";"66-PyO";"OCC/66-PyO"
"588";"Saint-Aignan";"SAINT AIGNAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"24";"41";"41-LeC";"CVL/41-LeC"
"589";"Sarrians";"SARRIANS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"93";"84";"84-Vau";"PACA/84-Vau"
"590";"Domfront en Poiraie";"DOMFRONT EN POIRAIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"28";"61";"61-Orn";"NOR/61-Orn"
"591";"Cours";"COURS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"84";"42";"42-Loi";"ARA/42-Loi"
"592";"Mallemort";"MALLEMORT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"93";"13";"13-BdR";"PACA/13-BdR"
"593";"Sainte-Sigolène";"SAINTE SIGOLENE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"43";"43-HLo";"ARA/43-HLo"
"594";"Salies-de-Béarn";"SALIES DE BEARN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"75";"64";"64-PyA";"NAQ/64-PyA"
"595";"Sées";"SEES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"28";"61";"61-Orn";"NOR/61-Orn"
"596";"Chazelles-sur-Lyon";"CHAZELLES SUR LYON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"84";"42";"42-Loi";"ARA/42-Loi"
"597";"Phalsbourg";"PHALSBOURG";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"44";"57";"57-Mos";"GES/57-Mos"
"598";"Fayence";"FAYENCE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"93";"83";"83-Var";"PACA/83-Var"
"599";"Argentat-sur-Dordogne";"ARGENTAT SUR DORDOGNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"75";"19";"19-Cor";"NAQ/19-Cor"
"600";"Lapalisse";"LAPALISSE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";9;3;"84";"03";"03-All";"ARA/03-All"
"601";"Nogaro";"NOGARO";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";18;3;"76";"32";"32-Ger";"OCC/32-Ger"
"602";"Villaines-la-Juhel";"VILLAINES LA JUHEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"52";"53";"53-May";"PDL/53-May"
"603";"Fumay";"FUMAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"44";"08";"08-Ard";"GES/08-Ard"
"604";"Forges-les-Eaux";"FORGES LES EAUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"28";"76";"76-SMa";"NOR/76-SMa"
"605";"Belz";"BELZ";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;2;"53";"56";"56-Mor";"BRE/56-Mor"
"606";"Beaumont-de-Lomagne";"BEAUMONT DE LOMAGNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"76";"82";"82-TeG";"OCC/82-TeG"
"607";"Saint-Fulgent";"SAINT FULGENT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"52";"85";"85-Ven";"PDL/85-Ven"
"608";"Port-la-Nouvelle";"PORT LA NOUVELLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"76";"11";"11-Aud";"OCC/11-Aud"
"609";"Miramont-de-Guyenne";"MIRAMONT DE GUYENNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"75";"47";"47-LeG";"NAQ/47-LeG"
"610";"Bruyères";"BRUYERES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"44";"88";"88-Vos";"GES/88-Vos"
"611";"Reichshoffen";"REICHSHOFFEN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"44";"67";"67-BRh";"GES/67-BRh"
"612";"Laragne-Montéglin";"LARAGNE MONTEGLIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"93";"05";"05-HAl";"PACA/05-HAl"
"613";"Morcenx-la-Nouvelle";"MORCENX LA NOUVELLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"614";"Solesmes";"SOLESMES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"32";"59";"59-Nor";"HDF/59-Nor"
"615";"Cugand-la-Bernardière";"CUGAND LA BERNARDIERE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"52";"85";"85-Ven";"PDL/85-Ven"
"616";"Vic-Fezensac";"VIC FEZENSAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"76";"32";"32-Ger";"OCC/32-Ger"
"617";"Modane";"MODANE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"84";"73";"73-Sav";"ARA/73-Sav"
"618";"Lacaune";"LACAUNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"76";"81";"81-Tar";"OCC/81-Tar"
"619";"Venarey-les-Laumes";"VENAREY LES LAUMES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"27";"21";"21-CdO";"BFC/21-CdO"
"620";"Salbris";"SALBRIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"24";"41";"41-LeC";"CVL/41-LeC"
"621";"Gourin";"GOURIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"53";"56";"56-Mor";"BRE/56-Mor"
"622";"Mourmelon-le-Grand";"MOURMELON LE GRAND";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"44";"51";"51-Mar";"GES/51-Mar"
"623";"Bonneval";"BONNEVAL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"24";"28";"28-EeL";"CVL/28-EeL"
"624";"Le Lude";"LE LUDE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"52";"72";"72-Sar";"PDL/72-Sar"
"625";"La Voulte-sur-Rhône";"LA VOULTE SUR RHONE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"84";"07";"07-Ard";"ARA/07-Ard"
"626";"Saint-Loup-sur-Semouse";"SAINT LOUP SUR SEMOUSE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"27";"70";"70-HSa";"BFC/70-HSa"
"627";"Dompierre-sur-Besbre";"DOMPIERRE SUR BESBRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"84";"03";"03-All";"ARA/03-All"
"628";"Sommières";"SOMMIERES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"76";"30";"30-Gar";"OCC/30-Gar"
"629";"Étain";"ETAIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"44";"55";"55-Meu";"GES/55-Meu"
"630";"Cany-Barville";"CANY BARVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"28";"76";"76-SMa";"NOR/76-SMa"
"631";"Sillé-le-Guillaume";"SILLE LE GUILLAUME";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"52";"72";"72-Sar";"PDL/72-Sar"
"632";"L'Île-d'Yeu";"L ILE D YEU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"52";"85";"85-Ven";"PDL/85-Ven"
"633";"Salins-les-Bains";"SALINS LES BAINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";14;3;"27";"39";"39-Jur";"BFC/39-Jur"
"634";"Cerizay";"CERIZAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"75";"79";"79-DSè";"NAQ/79-DSè"
"635";"Varennes-sur-Allier";"VARENNES SUR ALLIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"84";"03";"03-All";"ARA/03-All"
"636";"Gorron";"GORRON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"52";"53";"53-May";"PDL/53-May"
"637";"Peyrehorade";"PEYREHORADE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"638";"Saint-Didier-sur-Chalaronne";"SAINT DIDIER SUR CHALARONNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"84";"01";"01-Ain";"ARA/01-Ain"
"639";"Maubourguet";"MAUBOURGUET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";13;3;"76";"65";"65-HPy";"OCC/65-HPy"
"640";"Saint-Jean-de-Bournay";"SAINT JEAN DE BOURNAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"38";"38-Isè";"ARA/38-Isè"
