"AAV2020";"AAV2020lib";"AAV2020libNCC";"TAAV2017";"TAAV2017lib";"TAAV2017libNCC";"TDAAV2017";"TDAAV2017lib";"TDAAV2017libNCC";"NB_COM";"dens3";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"266";"Biscarrosse";"BISCARROSSE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";7;2;"75";"40";"40-Lan";"NAQ/40-Lan"
"267";"Privas";"PRIVAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";24;3;"84";"07";"07-Ard";"ARA/07-Ard"
"268";"Castelnaudary";"CASTELNAUDARY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";34;3;"76";"11";"11-Aud";"OCC/11-Aud"
"269";"Miramas";"MIRAMAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";1;2;"93";"13";"13-BdR";"PACA/13-BdR"
"270";"Pithiviers";"PITHIVIERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";27;3;"24";"45";"45-Lot";"CVL/45-Lot"
"271";"Biars-sur-Cère - Saint-Céré";"BIARS SUR CERE SAINT CERE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";49;3;"76";"46";"46-Lot";"OCC/46-Lot"
"272";"Pleyben - Châteaulin";"PLEYBEN CHATEAULIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";18;3;"53";"29";"29-Fin";"BRE/29-Fin"
"273";"Chauny";"CHAUNY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";23;2;"32";"02";"02-Ais";"HDF/02-Ais"
"274";"Pont-à-Mousson";"PONT A MOUSSON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";16;2;"44";"54";"54-MeM";"GES/54-MeM"
"275";"Apt";"APT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";18;3;"93";"84";"84-Vau";"PACA/84-Vau"
"276";"Gray";"GRAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";62;3;"27";"70";"70-HSa";"BFC/70-HSa"
"277";"Péronne";"PERONNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";52;3;"32";"80";"80-Som";"HDF/80-Som"
"278";"Mende";"MENDE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";31;3;"76";"48";"48-Loz";"OCC/48-Loz"
"279";"Avallon";"AVALLON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";74;3;"27";"89";"89-Yon";"BFC/89-Yon"
"280";"Creutzwald";"CREUTZWALD";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";8;2;"44";"57";"57-Mos";"GES/57-Mos"
"281";"Foix";"FOIX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";38;3;"76";"09";"09-Ari";"OCC/09-Ari"
"282";"Lourdes";"LOURDES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";45;2;"76";"65";"65-HPy";"OCC/65-HPy"
"283";"Tergnier";"TERGNIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";14;2;"32";"02";"02-Ais";"HDF/02-Ais"
"284";"Saint-Girons";"SAINT GIRONS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";70;3;"76";"09";"09-Ari";"OCC/09-Ari"
"285";"Saint-Jean-de-Maurienne";"SAINT JEAN DE MAURIENNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";26;3;"84";"73";"73-Sav";"ARA/73-Sav"
"286";"Belley";"BELLEY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";31;3;"84";"01";"01-Ain";"ARA/01-Ain"
"287";"Fourmies";"FOURMIES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";7;2;"32";"59";"59-Nor";"HDF/59-Nor"
"288";"La Flèche";"LA FLECHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";11;2;"52";"72";"72-Sar";"PDL/72-Sar"
"289";"Landivisiau";"LANDIVISIAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";12;3;"53";"29";"29-Fin";"BRE/29-Fin"
"290";"Briançon";"BRIANCON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";15;2;"93";"05";"05-HAl";"PACA/05-HAl"
"291";"Lure";"LURE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";33;3;"27";"70";"70-HSa";"BFC/70-HSa"
"292";"Paimpol";"PAIMPOL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";13;3;"53";"22";"22-CdA";"BRE/22-CdA"
"293";"Saint-Pol-sur-Ternoise";"SAINT POL SUR TERNOISE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";72;3;"32";"62";"62-PdC";"HDF/62-PdC"
"294";"Chinon";"CHINON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";20;3;"24";"37";"37-IeL";"CVL/37-IeL"
"295";"Saint-Marcellin";"SAINT MARCELLIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";17;3;"84";"38";"38-Isè";"ARA/38-Isè"
"296";"Roscoff - Saint-Pol-de-Léon";"ROSCOFF SAINT POL DE LEON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";9;3;"53";"29";"29-Fin";"BRE/29-Fin"
"297";"Vittel - Contrexéville";"VITTEL CONTREXEVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";72;3;"44";"88";"88-Vos";"GES/88-Vos"
"298";"Porto-Vecchio";"PORTO VECCHIO";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";10;3;"94";"2A";"2A-CdS";"COR/2A-CdS"
"299";"Yvetot";"YVETOT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";15;2;"28";"76";"76-SMa";"NOR/76-SMa"
"300";"Saint-Amand-Montrond";"SAINT AMAND MONTROND";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";36;3;"24";"18";"18-Che";"CVL/18-Che"
"301";"Le Luc";"LE LUC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";5;2;"93";"83";"83-Var";"PACA/83-Var"
"302";"Capbreton";"CAPBRETON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";6;2;"75";"40";"40-Lan";"NAQ/40-Lan"
"303";"Somain";"SOMAIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";5;2;"32";"59";"59-Nor";"HDF/59-Nor"
"304";"L'Isle-sur-la-Sorgue";"L ISLE SUR LA SORGUE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";4;2;"93";"84";"84-Vau";"PACA/84-Vau"
"305";"Carhaix-Plouguer";"CARHAIX PLOUGUER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";18;3;"53";"29";"29-Fin";"BRE/29-Fin"
"306";"Gaillac";"GAILLAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";14;2;"76";"81";"81-Tar";"OCC/81-Tar"
"307";"Neufchâteau";"NEUFCHATEAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";71;3;"44";"88";"88-Vos";"GES/88-Vos"
"308";"Hirson";"HIRSON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";26;3;"32";"02";"02-Ais";"HDF/02-Ais"
"309";"Ussel";"USSEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";38;3;"75";"19";"19-Cor";"NAQ/19-Cor"
"310";"Orthez";"ORTHEZ";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";26;3;"75";"64";"64-PyA";"NAQ/64-PyA"
"311";"Luçon";"LUCON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";12;3;"52";"85";"85-Ven";"PDL/85-Ven"
"312";"Lannemezan";"LANNEMEZAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";65;3;"76";"65";"65-HPy";"OCC/65-HPy"
"313";"Morteau";"MORTEAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";21;3;"27";"25";"25-Dou";"BFC/25-Dou"
"314";"Bédarieux";"BEDARIEUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";25;3;"76";"34";"34-Hér";"OCC/34-Hér"
"315";"Saint-Jean-d'Angély";"SAINT JEAN D ANGELY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";36;3;"75";"17";"17-ChM";"NAQ/17-ChM"
"316";"Le Grau-du-Roi";"LE GRAU DU ROI";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";3;2;"76";"30";"30-Gar";"OCC/30-Gar"
"317";"Amnéville - Rombas";"AMNEVILLE ROMBAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";2;2;"44";"57";"57-Mos";"GES/57-Mos"
"318";"Issoudun";"ISSOUDUN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";20;2;"24";"36";"36-Ind";"CVL/36-Ind"
"319";"Saint-Claude";"SAINT CLAUDE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";18;3;"27";"39";"39-Jur";"BFC/39-Jur"
"320";"Feurs";"FEURS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";16;3;"84";"42";"42-Loi";"ARA/42-Loi"
"321";"Évron";"EVRON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";18;3;"52";"53";"53-May";"PDL/53-May"
"322";"Freyming-Merlebach (partie française)";"FREYMING MERLEBACH (PARTIE FRANCAISE)";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";3;2;"44";"57";"57-Mos";"GES/57-Mos"
"323";"Saint-Flour";"SAINT FLOUR";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";36;3;"84";"15";"15-Can";"ARA/15-Can"
"324";"Brioude";"BRIOUDE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";39;3;"84";"43";"43-HLo";"ARA/43-HLo"
"325";"Uzès";"UZES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";18;3;"76";"30";"30-Gar";"OCC/30-Gar"
"326";"Joigny";"JOIGNY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";14;3;"27";"89";"89-Yon";"BFC/89-Yon"
"327";"Limoux";"LIMOUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";39;3;"76";"11";"11-Aud";"OCC/11-Aud"
"328";"Loches";"LOCHES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";23;3;"24";"37";"37-IeL";"CVL/37-IeL"
"329";"Moissac";"MOISSAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"76";"82";"82-TeG";"OCC/82-TeG"
"330";"Decazeville";"DECAZEVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"76";"12";"12-Ave";"OCC/12-Ave"
"331";"Ambert";"AMBERT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";29;3;"84";"63";"63-PdD";"ARA/63-PdD"
"332";"Mauges-sur-Loire";"MAUGES SUR LOIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";1;3;"52";"49";"49-MeL";"PDL/49-MeL"
"333";"Louhans";"LOUHANS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";15;3;"27";"71";"71-SeL";"BFC/71-SeL"
"334";"Valréas";"VALREAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"84";"26";"26-Drô";"ARA/26-Drô"
"335";"Tournon-sur-Rhône";"TOURNON SUR RHONE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";9;2;"84";"07";"07-Ard";"ARA/07-Ard"
"336";"Paray-le-Monial";"PARAY LE MONIAL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";19;3;"27";"71";"71-SeL";"BFC/71-SeL"
"337";"Chantonnay";"CHANTONNAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";10;3;"52";"85";"85-Ven";"PDL/85-Ven"
"338";"Champagnole";"CHAMPAGNOLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";43;3;"27";"39";"39-Jur";"BFC/39-Jur"
"339";"Revel";"REVEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";16;3;"76";"81";"81-Tar";"OCC/81-Tar"
"340";"Lavelanet";"LAVELANET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";28;3;"76";"09";"09-Ari";"OCC/09-Ari"
"341";"Bollène";"BOLLENE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";2;2;"93";"84";"84-Vau";"PACA/84-Vau"
"342";"Crest";"CREST";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";17;2;"84";"26";"26-Drô";"ARA/26-Drô"
"343";"Sisteron";"SISTERON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";21;3;"93";"04";"04-AHP";"PACA/04-AHP"
"344";"Bourg-Saint-Maurice";"BOURG SAINT MAURICE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";9;3;"84";"73";"73-Sav";"ARA/73-Sav"
"345";"Pézenas";"PEZENAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;3;"76";"34";"34-Hér";"OCC/34-Hér"
"346";"Verneuil d'Avre et d'Iton";"VERNEUIL D AVRE ET D ITON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";24;3;"28";"27";"27-Eur";"NOR/27-Eur"
"347";"Loudun";"LOUDUN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";25;3;"75";"86";"86-Vie";"NAQ/86-Vie"
"348";"Le Blanc";"LE BLANC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";23;3;"24";"36";"36-Ind";"CVL/36-Ind"
"349";"Sainte-Maxime";"SAINTE MAXIME";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";2;2;"93";"83";"83-Var";"PACA/83-Var"
"350";"Gérardmer";"GERARDMER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";13;3;"44";"88";"88-Vos";"GES/88-Vos"
"351";"La Ferté Macé";"LA FERTE MACE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";17;3;"28";"61";"61-Orn";"NOR/61-Orn"
"352";"Honfleur";"HONFLEUR";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";11;2;"28";"14";"14-Cal";"NOR/14-Cal"
"353";"Crozon";"CROZON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"53";"29";"29-Fin";"BRE/29-Fin"
"354";"Jonzac";"JONZAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";35;3;"75";"17";"17-ChM";"NAQ/17-ChM"
"355";"Lesparre-Médoc";"LESPARRE MEDOC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"75";"33";"33-Gir";"NAQ/33-Gir"
"356";"Castelsarrasin";"CASTELSARRASIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";6;2;"76";"82";"82-TeG";"OCC/82-TeG"
